seqname	type	rep1	rep2	rep3
FP028205_CSNK1E_8	promoter	13987	16575	20736
FP008055_CCNB1_1	promoter	13985	16611	20777
FP005196_NKTR_1	promoter	13977	16508	19448
FP023605_STXBP4_2	promoter	13903	17052	19920
FP004549_TNS1_1	promoter	13854	16891	20240
FP023907_SAP30BP_1	promoter	13852	16398	21264
FP008553_CXXC5_3	promoter	13844	16531	18834
FP011455_SLC12A9_1	promoter	13835	16952	20867
FP009307_ZNF184_2	promoter	13824	15728	18937
FP023043_CCT6B_1	promoter	13823	16901	20602
FP023460_LRRC46_1	promoter	13821	16806	20350
FP004417_NDUFB3_2	promoter	13809	16533	19685
FP006917_KIAA1211_2	promoter	13744	16225	20029
FP024971_DNMT1_1	promoter	13706	15693	19028
FP018685_DDX51_1	promoter	13661	15898	18696
FP022661_EFNB3_1	promoter	13652	16507	20123
FP016053_BEST1_2	promoter	13650	16608	20162
FP008582_TMCO6_1	promoter	13646	15599	19192
FP026364_TFPT_1	promoter	13640	15711	19158
FP002199_SLC19A2_1	promoter	13638	15937	19360
FP028289_SGSM3_3	promoter	13637	16022	19646
FP004948_GHRL_3	promoter	13637	16374	19989
FP020602_VPS13C_1	promoter	13631	15938	18290
FP023248_EIF1_1	promoter	13550	16300	19334
FP024961_ANGPTL6_2	promoter	13523	16198	20287
FP029513_ARHGAP4_2	promoter	13492	15257	18890
FP020550_MNS1_1	promoter	13481	16126	20310
FP021636_LAT_2	promoter	13474	15793	18956
FP025080_ZNF563_2	promoter	13470	15677	20182
FP025162_ADGRE5_1	promoter	13468	15621	19009
FP013416_RMI1_2	promoter	13462	16903	20800
FP020599_ICE2_1	promoter	13449	16228	19745
FP025780_TGFB1_1	promoter	13447	18980	22648
FP011299_PEG10_1	promoter	13438	30146	37733
FP008054_CCNB1_2	promoter	13417	15631	18959
FP004052_KCNJ3_2	promoter	13356	16308	20698
FP017008_PKNOX2_2	promoter	13350	15512	19801
FP006544_ZNF721_1	promoter	13331	15711	19398
FP023324_RPL27_1	promoter	13309	16568	20811
FP026735_CDS2_1	promoter	13308	14799	18055
FP029043_BRWD3_2	promoter	13303	15997	18604
FP000138_PHF13_1	promoter	13302	15133	18144
FP017190_NOP2_1	promoter	13300	15548	18807
FP029224_HTR2C_1	promoter	13297	15423	18598
FP003693_ITPRIPL1_1	promoter	13293	16065	18811
FP008590_HARS2_1	promoter	13264	15984	19003
FP002825_TOMM20_1	promoter	13256	15875	19649
FP026543_ZNF551_3	promoter	13171	15355	18379
FP024135_TBCD_1	promoter	13140	15186	18537
FP024120_TEX19_1	promoter	13113	15402	19680
FP020606_TPM1_3	promoter	13113	16286	19825
FP009663_MAPK13_3	promoter	13086	15295	19105
FP012048_TNKS_1	promoter	13082	15663	19014
FP007958_MOCS2_1	promoter	13046	15441	18807
FP016934_HMBS_2	promoter	13019	15163	18252
FP014697_KAT6B_3	promoter	12975	15650	18715
FP016344_PC_1	promoter	12966	19101	22589
FP016145_COX8A_1	promoter	12963	15787	19801
FP023426_ARL17B_2	promoter	12958	22393	28659
FP010767_ITGB8_1	promoter	12952	15915	19797
FP004548_TNS1_3	promoter	12885	15062	18486
FP007263_INTS12_1	promoter	12878	15890	21339
FP027469_ADAMTS5_1	promoter	12860	15567	19609
FP029593_SPRY3_1	promoter	12853	15190	18714
FP029153_TMSB15B_2	promoter	12841	15260	18634
FP003190_DPY30_1	promoter	12820	15243	17840
FP018562_SPPL3_1	promoter	12798	15122	17897
FP017679_AQP6_1	promoter	12771	15041	18087
FP013600_ZNF189_1	promoter	12751	14920	18282
FP006783_FAM114A1_2	promoter	12751	15237	18267
FP022183_TMEM231_1	promoter	12698	15603	18904
FP014513_WASHC2A_1	promoter	12691	14341	17221
FP017973_PTGES3_2	promoter	12685	14766	18519
FP025497_LSR_1	promoter	12667	15253	19384
FP017944_NABP2_1	promoter	12613	15059	19205
FP028726_DDX3X_1	promoter	12597	14689	18050
FP023634_VEZF1_1	promoter	12572	16020	18083
FP015341_DEAF1_3	promoter	12545	14875	18226
FP023636_SRSF1_1	promoter	12519	14670	17754
FP005350_NDUFAF3_1	promoter	12478	14877	17701
FP025146_CC2D1A_1	promoter	12477	14333	16750
FP016567_RSF1_2	promoter	12448	14700	17715
FP007461_ABCE1_1	promoter	12445	13845	17215
FP012720_SLC25A32_1	promoter	12440	14778	17980
FP006003_NEK11_1	promoter	12410	14824	18746
FP024493_KDSR_2	promoter	12394	14877	17801
FP002802_TSNAX_1	promoter	12351	14446	17105
FP016247_POLA2_1	promoter	12345	14638	17266
FP020679_MAP2K1_1	promoter	12338	14708	17570
FP014417_CREM_3	promoter	12319	16032	18607
FP006919_PPAT_1	promoter	12295	14594	17558
FP026925_CBFA2T2_2	promoter	12283	14864	17902
FP006315_NLGN1_5	promoter	12269	14890	18167
FP013236_STOML2_1	promoter	12253	15022	18783
FP022074_CDH1_1	promoter	12242	14598	17000
FP012936_ZNF707_2	promoter	12227	13798	16379
FP001289_FNBP1L_1	promoter	12204	14713	17201
FP021718_SLX1A_1	promoter	12203	14182	17204
FP024214_NAPG_1	promoter	12200	13413	16408
FP018030_DCTN2_1	promoter	12188	14264	17416
FP027504_C21orf59_1	promoter	12172	14270	17461
FP005121_GLB1_1	promoter	12172	12321	1514
FP002088_NIT1_1	promoter	12137	13572	15452
FP019675_ZBTB25_2	promoter	12104	14142	16510
FP016629_TMEM135_1	promoter	12073	14381	17205
FP010151_RTN4IP1_1	promoter	12063	14740	18450
FP008143_TBCA_1	promoter	12015	14462	17467
FP015691_SLC5A12_2	promoter	12007	14906	18343
FP004361_DNAH7_3	promoter	12002	14080	17257
FP021785_VKORC1_3	promoter	11973	13806	16629
FP000759_YBX1_1	promoter	11966	14218	17975
FP026793_DSTN_1	promoter	11962	13441	16602
FP022496_CAMTA2_2	promoter	11933	13518	15973
FP019868_VIPAS39_1	promoter	11889	14544	18511
FP006623_GRK4_1	promoter	11876	13886	16760
FP003787_NCK2_2	promoter	11876	15012	18396
FP027833_AIFM3_2	promoter	11874	14830	18034
FP011545_ATXN7L1_3	promoter	11867	14255	17919
FP024823_C19orf70_1	promoter	11862	13677	16825
FP016504_UCP2_2	promoter	11857	14326	17182
FP016420_MYEOV_2	promoter	11814	13266	16229
FP024342_GALNT1_2	promoter	11802	13535	15961
FP016222_ARL2_2	promoter	11769	13737	16712
FP019501_RPS29_1	promoter	11764	14142	17221
FP021153_WDR90_2	promoter	11754	13561	16910
FP023105_TBC1D3H_1	promoter	11728	13313	16157
FP010322_MED23_1	promoter	11690	13732	16528
FP025811_RABAC1_1	promoter	11683	13257	15825
FP028023_TBC1D10A_4	promoter	11675	13756	16961
FP021935_CFAP20_1	promoter	11671	14715	18597
FP000631_ZMYM1_1	promoter	11641	13718	16682
FP016298_EIF1AD_1	promoter	11598	13872	17493
FP011351_BUD31_1	promoter	11597	13339	16589
FP019686_PLEKHG3_1	promoter	11583	13470	16286
FP003874_DDX18_1	promoter	11563	13913	17519
FP012737_RSPO2_1	promoter	11560	13868	17404
FP001522_NRAS_1	promoter	11559	13823	17378
FP028445_HDAC10_3	promoter	11549	13583	16366
FP006621_MFSD10_1	promoter	11543	12998	15707
FP021211_EME2_1	promoter	11539	12972	16345
FP026715_PANK2_1	promoter	11528	13486	16045
FP025139_IER2_3	promoter	11507	28667	33238
FP022187_TERF2IP_1	promoter	11504	13435	16530
FP015079_RBM20_1	promoter	11503	13588	16004
FP015159_SEC23IP_1	promoter	11484	13263	16322
FP021339_TFAP4_3	promoter	11472	13586	16532
FP027427_OPRL1_2	promoter	11460	13455	15854
FP013007_ZNF7_1	promoter	11430	13749	15518
FP018844_STARD13_1	promoter	11397	13495	16816
FP007557_ETFDH_2	promoter	11380	13469	16831
FP017357_BORCS5_2	promoter	11368	13251	16086
FP005987_MBD4_2	promoter	11335	13246	15701
FP010073_ORC3_1	promoter	11334	12914	15731
FP028843_CLCN5_1	promoter	11331	13275	15331
FP026943_AHCY_1	promoter	11290	12876	16436
FP028399_GTSE1_4	promoter	11281	14450	16846
FP023462_SCRN2_1	promoter	11280	13508	16084
FP005295_SCAP_1	promoter	11258	13027	15498
FP009450_CSNK2B_1	promoter	11245	12637	15265
FP015621_RPS13_1	promoter	11219	13053	16631
FP016113_WDR74_1	promoter	11201	14565	19438
FP005644_LMOD3_1	promoter	11195	13518	16376
FP022722_NDEL1_1	promoter	11178	12557	14717
FP024894_XAB2_1	promoter	11165	13007	17373
FP023256_FKBP10_2	promoter	11153	12816	15157
FP019492_KLHL28_1	promoter	11151	13652	17646
FP010735_ISPD_1	promoter	11138	13329	15277
FP001570_GPR89A_1	promoter	11136	12792	15304
FP024740_AES_4	promoter	11129	12918	15667
FP010465_MTHFD1L_1	promoter	11097	13578	15867
FP000808_SLC6A9_3	promoter	11084	13495	16268
FP002785_AGT_1	promoter	11076	13368	16340
FP002495_SNRPE_1	promoter	11074	13146	15946
FP023912_H3F3B_1	promoter	11069	13332	16963
FP027892_RAB36_2	promoter	11046	12703	14574
FP020730_RPLP1_1	promoter	11043	12856	16419
FP019896_GTF2A1_2	promoter	11040	12845	16317
FP021945_CNOT1_1	promoter	11033	12841	16531
FP009497_C6orf48_1	promoter	11032	13342	17720
FP012995_RECQL4_1	promoter	11013	12820	15110
FP004846_BOK_1	promoter	11011	13508	16479
FP028977_NLGN3_2	promoter	11007	12882	15783
FP026742_CHGB_2	promoter	11007	12881	16225
FP013902_ZDHHC12_1	promoter	10995	12982	15284
FP023789_PSMD12_1	promoter	10980	13007	16462
FP013101_TTC39B_2	promoter	10965	13327	16551
FP011435_LRCH4_1	promoter	10965	12952	15436
FP003745_TXNDC9_1	promoter	10960	12961	15837
FP011331_NPTX2_1	promoter	10953	13196	16137
FP023145_CWC25_2	promoter	10947	13291	16064
FP029389_RBMX_1	promoter	10940	13960	17973
FP015806_ACCS_2	promoter	10921	13102	16489
FP015293_BET1L_1	promoter	10921	12997	16224
FP004527_IKZF2_1	promoter	10912	14160	17262
FP011936_NUB1_1	promoter	10906	12152	14726
FP004533_ATIC_1	promoter	10874	13140	15695
FP001684_SEMA6C_1	promoter	10866	12507	14985
FP001195_BCL10_1	promoter	10845	12386	15724
FP027920_CABIN1_3	promoter	10837	12166	15061
FP020288_PAK6_9	promoter	10829	12743	15296
FP003454_C2orf42_1	promoter	10828	12660	15938
FP002979_NOL10_1	promoter	10807	12410	15146
FP026589_TRIM28_1	promoter	10803	12084	14444
FP023437_GOSR2_1	promoter	10794	13221	16344
FP020270_THBS1_1	promoter	10794	13366	16551
FP015457_TRIM68_1	promoter	10788	12652	15023
FP016863_TAGLN_2	promoter	10782	13470	16421
FP004018_LYPD6B_1	promoter	10778	12766	14664
FP003450_GMCL1_1	promoter	10775	12253	14950
FP004598_NHEJ1_1	promoter	10773	12673	15035
FP026102_FTL_1	promoter	10766	13599	16512
FP007307_PITX2_3	promoter	10758	12213	14901
FP013516_MFSD14B_1	promoter	10750	12723	15444
FP024920_CD320_1	promoter	10747	12481	15226
FP002099_ADAMTS4_1	promoter	10731	13063	16687
FP009228_CAP2_2	promoter	10718	12699	15059
FP014146_EHMT1_1	promoter	10688	12129	15159
FP006520_CEP19_1	promoter	10687	12504	15136
FP025924_APOE_2	promoter	10686	12604	15720
FP022919_POLDIP2_1	promoter	10678	12509	14901
FP026630_PSMF1_1	promoter	10674	12414	14422
FP007904_RPL37_1	promoter	10663	13215	16205
FP025312_LSM4_1	promoter	10647	11735	13978
FP024472_SEC11C_1	promoter	10645	12602	15983
FP026224_SHANK1_1	promoter	10638	12344	14558
FP000102_CEP104_1	promoter	10634	12631	15515
FP007283_HADH_1	promoter	10631	12523	14662
FP011846_TPK1_2	promoter	10627	12580	15685
FP025531_IGFLR1_1	promoter	10626	12583	15838
FP028931_ZC4H2_2	promoter	10619	12023	13571
FP019938_CCDC88C_2	promoter	10605	12123	14497
FP012676_NIPAL2_1	promoter	10604	12526	15279
FP000353_CDA_1	promoter	10585	12931	15446
FP022121_MTSS1L_1	promoter	10571	12371	14325
FP016192_CCDC88B_2	promoter	10569	12675	14940
FP026495_ZNF582_2	promoter	10567	12596	15191
FP008755_FBXO38_1	promoter	10557	12769	16082
FP003116_CAD_2	promoter	10536	14001	16301
FP008444_UQCRQ_1	promoter	10535	12472	15719
FP001230_RBMXL1_6	promoter	10530	13260	17056
FP019288_AJUBA_7	promoter	10500	12486	15226
FP024315_B4GALT6_3	promoter	10446	12380	15886
FP008959_CPEB4_1	promoter	10445	12434	15935
FP006716_NCAPG_1	promoter	10442	12566	16173
FP005502_GNL3_1	promoter	10430	14806	17350
FP027918_CABIN1_2	promoter	10423	11928	13258
FP025042_TMEM205_1	promoter	10403	12023	14113
FP024942_ZNF426_2	promoter	10391	12619	16188
FP021438_BFAR_1	promoter	10386	11958	15052
FP029275_MCTS1_1	promoter	10384	12456	15994
FP000550_LAPTM5_1	promoter	10382	12419	15089
FP004999_GRIP2_1	promoter	10362	12845	15846
FP025518_HAUS5_1	promoter	10357	12772	15657
FP016753_ATM_1	promoter	10357	12034	15344
FP011742_CNOT4_1	promoter	10351	12287	15136
FP011338_ARPC1A_1	promoter	10338	11581	13642
FP007042_USO1_1	promoter	10326	12479	15421
FP008058_CDK7_1	promoter	10317	12309	15710
FP019844_TTLL5_2	promoter	10306	11719	14270
FP021520_TMEM159_2	promoter	10298	12290	15662
FP027940_GGT1_1	promoter	10279	12117	15417
FP028135_FOXRED2_1	promoter	10267	11916	13777
FP013298_DCAF10_1	promoter	10261	11710	14138
FP019031_PIBF1_1	promoter	10244	12550	16218
FP008475_CAMLG_1	promoter	10241	11975	14594
FP021873_NUDT21_1	promoter	10236	11882	14866
FP012191_STC1_1	promoter	10227	12793	16494
FP011011_PPIA_1	promoter	10217	11738	14111
FP006789_RFC1_1	promoter	10215	11832	14631
FP018156_LGR5_1	promoter	10211	12634	15692
FP015308_IFITM1_3	promoter	10205	12164	15483
FP001534_ATP1A1_1	promoter	10204	11834	13784
FP026711_CDC25B_3	promoter	10199	11477	16255
FP029562_G6PD_1	promoter	10196	11710	14367
FP004410_CLK1_1	promoter	10174	12066	14157
FP019537_TRIM9_1	promoter	10167	12273	14632
FP019505_RPL36AL_1	promoter	10163	11416	13351
FP024725_SGTA_1	promoter	10161	12830	16245
FP011356_PTCD1_1	promoter	10145	11519	13656
FP022292_KLHDC4_2	promoter	10126	12086	14657
FP027952_CRYBB3_3	promoter	10099	12078	14086
FP028868_IQSEC2_1	promoter	10093	11983	15817
FP019784_PSEN1_1	promoter	10092	11777	14631
FP025304_PDE4C_7	promoter	10035	11925	14547
FP016901_TTC36_1	promoter	10030	11727	14366
FP006857_OCIAD1_1	promoter	10002	12107	14788
FP006884_CHIC2_2	promoter	9950	11281	14551
FP022978_MYO18A_5	promoter	9947	11670	13889
FP026372_MBOAT7_1	promoter	9943	11688	14525
FP000140_THAP3_1	promoter	9928	11676	14576
FP025819_POU2F2_1	promoter	9914	11349	13812
FP007516_DCHS2_1	promoter	9907	11707	14237
FP027062_SGK2_1	promoter	9890	11499	13683
FP009090_RACK1_1	promoter	9887	11478	14779
FP025696_PAF1_1	promoter	9872	11528	14481
FP000382_CDC42_1	promoter	9866	11038	12792
FP024758_HMG20B_2	promoter	9858	11633	13866
FP014937_CUTC_1	promoter	9838	11470	14023
FP018449_TCTN1_1	promoter	9833	10751	12764
FP014138_SSNA1_1	promoter	9822	11350	13092
FP027983_CCDC117_1	promoter	9809	12055	14964
FP011467_AP1S1_1	promoter	9795	11998	14370
FP024734_TLE6_1	promoter	9793	15973	14634
FP011605_MDFIC_1	promoter	9785	11628	14372
FP015548_DENND5A_1	promoter	9775	11699	14349
FP026674_VPS16_1	promoter	9769	11185	13238
FP020766_CD276_1	promoter	9762	11440	13485
FP010964_MPLKIP_2	promoter	9757	11534	13170
FP018960_CDADC1_1	promoter	9745	11856	14187
FP024647_MIDN_2	promoter	9739	11749	13672
FP024065_HGS_1	promoter	9738	11164	13829
FP025749_SNRPA_1	promoter	9737	11284	13807
FP018920_GTF2F2_1	promoter	9721	11467	13647
FP029164_CXorf57_1	promoter	9711	11607	14036
FP009475_MSH5-SAPCD1_8	promoter	9706	11308	13799
FP001420_GSTM1_4	promoter	9703	11888	14474
FP007630_CEP44_1	promoter	9698	11735	14818
FP023144_CWC25_1	promoter	9695	11341	13793
FP018507_C12orf49_1	promoter	9688	10748	13143
FP002882_ZBTB18_2	promoter	9680	11727	14773
FP023469_CDK5RAP3_1	promoter	9679	11794	14246
FP000596_KIAA1522_1	promoter	9679	11372	14359
FP014266_CDNF_2	promoter	9666	11724	13526
FP009304_HIST1H2BJ_1	promoter	9662	12059	15322
FP007655_DCTD_2	promoter	9650	10730	12530
FP007037_THAP6_1	promoter	9642	11321	13810
FP026017_SAE1_1	promoter	9636	11120	13686
FP016935_C2CD2L_2	promoter	9634	10926	13597
FP001548_FAM46C_1	promoter	9630	11481	13655
FP024447_WDR7_1	promoter	9585	11232	14323
FP024481_PMAIP1_1	promoter	9546	11325	13280
FP008881_UBLCP1_1	promoter	9538	11820	14603
FP010029_BCKDHB_1	promoter	9534	11308	13606
FP024664_C19orf25_1	promoter	9529	11631	14666
FP001369_AMY2B_1	promoter	9528	10922	14099
FP016588_PRCP_1	promoter	9527	11570	14299
FP026428_DNAAF3_1	promoter	9522	11704	14394
FP022319_ACSF3_2	promoter	9510	10896	13446
FP022977_PIPOX_1	promoter	9499	12055	14494
FP000732_NFYC_3	promoter	9491	11866	14549
FP028604_SYAP1_1	promoter	9476	11008	13755
FP020082_TECPR2_1	promoter	9467	11668	14137
FP000324_MRTO4_3	promoter	9463	10673	13115
FP028967_SLC7A3_1	promoter	9456	10822	12920
FP021116_FAM234A_1	promoter	9454	10772	13315
FP003930_MZT2B_1	promoter	9437	11007	13098
FP017445_RECQL_1	promoter	9411	11562	14470
FP001586_LIX1L_1	promoter	9404	10929	13384
FP022058_DUS2_1	promoter	9396	11101	13578
FP009906_EFHC1_1	promoter	9395	11054	13339
FP022631_TNFSF12_1	promoter	9387	10708	12693
FP015153_TIAL1_1	promoter	9386	11530	13922
FP010865_CHN2_2	promoter	9382	11153	13270
FP015128_SHTN1_1	promoter	9367	14494	17444
FP008209_FAM172A_1	promoter	9364	10955	13374
FP002765_RNF187_1	promoter	9358	11391	13031
FP023430_ARL17A_1	promoter	9350	15136	19318
FP018291_LTA4H_1	promoter	9328	10836	12852
FP023526_IGF2BP1_1	promoter	9315	10904	13299
FP004302_ZC3H15_1	promoter	9309	12039	14896
FP001272_RPAP2_1	promoter	9308	10351	11959
FP009613_ZBTB9_1	promoter	9306	11245	12743
FP000770_SLC2A1_1	promoter	9272	10786	12723
FP016511_C2CD3_2	promoter	9269	11064	13337
FP015505_DNHD1_1	promoter	9245	10940	13136
FP010072_RARS2_1	promoter	9228	10433	12832
FP010097_LYRM2_2	promoter	9198	10367	12489
FP012118_CSGALNACT1_4	promoter	9180	10746	13743
FP020963_AEN_1	promoter	9159	10705	12988
FP018253_SOCS2_4	promoter	9155	10500	12287
FP010574_FGFR1OP_1	promoter	9144	10609	12034
FP021763_FBXL19_2	promoter	9143	10424	12922
FP023448_ITGB3_5	promoter	9139	10636	13198
FP011401_MBLAC1_1	promoter	9133	11110	13177
FP003330_PSME4_1	promoter	9124	10595	12437
FP016991_TBRG1_1	promoter	9107	10869	12769
FP018468_TMEM116_1	promoter	9106	10931	13248
FP021811_ORC6_2	promoter	9091	10599	13094
FP011480_FIS1_2	promoter	9083	10862	13942
FP029480_TREX2_2	promoter	9072	11061	13605
FP008193_RASA1_3	promoter	9048	10668	13481
FP020313_ZFYVE19_3	promoter	9029	10784	13015
FP005007_MRPS25_1	promoter	9024	11018	13759
FP020522_WDR72_1	promoter	9023	10552	12665
FP026529_ZNF419_1	promoter	9010	10467	13415
FP014696_ADK_1	promoter	8988	10641	12522
FP025417_ZNF91_2	promoter	8983	10441	13508
FP009028_FAM193B_1	promoter	8955	10546	12826
FP006585_TMEM129_2	promoter	8953	10770	12548
FP011396_MCM7_2	promoter	8946	10647	12490
FP005340_P4HTM_2	promoter	8936	10067	12324
FP021461_NOMO3_1	promoter	8918	10399	12823
FP012967_MROH1_2	promoter	8908	10450	12735
FP028218_DMC1_2	promoter	8901	11689	12959
FP007900_PTGER4_2	promoter	8891	9593	11553
FP028000_AP1B1_1	promoter	8887	10376	12347
FP027657_SLC37A1_4	promoter	8886	11155	14837
FP024372_C18orf25_2	promoter	8883	10800	12849
FP016946_MCAM_1	promoter	8864	9736	11319
FP024884_PEX11G_1	promoter	8846	10620	12798
FP025519_RBM42_1	promoter	8833	10500	12589
FP002303_CEP350_1	promoter	8831	9959	12189
FP010373_TNFAIP3_5	promoter	8827	9916	12410
FP020967_ISG20_1	promoter	8824	11027	13132
FP009724_UNC5CL_1	promoter	8815	10739	13267
FP000545_TAF12_2	promoter	8811	10548	12271
FP007051_NUP54_1	promoter	8787	10075	12495
FP003538_WBP1_1	promoter	8784	10189	12474
FP025061_ZNF823_1	promoter	8731	10593	12683
FP013568_ANKS6_1	promoter	8727	10322	12240
FP027699_TSPEAR_1	promoter	8726	10537	12460
FP012874_CHRAC1_3	promoter	8709	10152	11645
FP010305_ARHGAP18_5	promoter	8706	10721	13177
FP023892_SLC25A19_1	promoter	8703	10435	12809
FP027270_FAM209B_1	promoter	8696	10208	12502
FP000089_ARHGEF16_1	promoter	8695	16420	18753
FP026081_MAMSTR_3	promoter	8670	10276	12409
FP000144_VAMP3_1	promoter	8650	10058	11542
FP019584_SOCS4_1	promoter	8648	10382	12416
FP005923_SNX4_1	promoter	8636	9950	11949
FP015436_CARS_2	promoter	8635	10299	12067
FP015694_LIN7C_1	promoter	8630	10444	13129
FP002313_MR1_2	promoter	8622	9914	12354
FP019989_DDX24_1	promoter	8619	10258	12596
FP021237_NPW_2	promoter	8603	9806	12290
FP025343_COPE_1	promoter	8596	10173	12194
FP004950_GHRL_4	promoter	8589	10591	12178
FP016035_FEN1_3	promoter	8584	9982	12553
FP019054_MYCBP2_1	promoter	8581	10363	13392
FP004573_VIL1_1	promoter	8563	10292	13269
FP014717_DLG5_1	promoter	8559	10871	13912
FP004272_UBE2E3_1	promoter	8546	9958	11264
FP013868_SLC25A25_3	promoter	8544	10350	12931
FP003283_CRIPT_1	promoter	8544	10161	12839
FP009198_HIVEP1_3	promoter	8539	10407	13271
FP007380_SPATA5_1	promoter	8535	10348	13203
FP006794_LIAS_1	promoter	8523	10275	12637
FP025620_ZNF540_2	promoter	8518	10136	11877
FP010598_ERMARD_1	promoter	8504	10111	12123
FP022872_B9D1_1	promoter	8497	9633	11821
FP007093_HNRNPDL_1	promoter	8496	9994	11683
FP025700_RPS16_1	promoter	8495	9964	12197
FP006735_DHX15_1	promoter	8484	10116	12875
FP020779_ISLR2_2	promoter	8478	10381	13660
FP002938_TRAPPC12_1	promoter	8475	10213	12190
FP023583_LUC7L3_1	promoter	8433	10116	12525
FP015081_BBIP1_2	promoter	8411	9788	12408
FP021196_C16orf91_1	promoter	8398	9952	12458
FP019358_EMC9_1	promoter	8398	10360	12781
FP003282_PIGF_1	promoter	8398	10112	12222
FP028312_TOB2_3	promoter	8371	9793	12309
FP005233_KIAA1143_1	promoter	8365	10045	12081
